hour,day_of_week,is_weekend,route_id,stop_sequence,distance_to_next_stop_km,traffic_level,rain_flag,passenger_count,bus_capacity,actual_travel_time_min,crowding_level
18,2,False,15,12,1.67,1,0,42,50,7.916139980299537,High
3,4,False,16,13,2.32,2,0,28,50,6.542785737215965,Medium
20,1,False,4,3,2.24,2,0,34,50,10.219169371595989,Medium
6,0,False,2,14,1.5,1,0,30,50,4.9146187933380805,Medium
0,2,False,3,14,1.63,2,0,29,50,6.6646193743232,Medium
6,6,True,10,4,1.82,1,0,19,50,5.59616244886772,Low
12,1,False,2,13,1.13,2,0,34,50,4.844255749614867,Medium
19,3,False,20,12,2.79,3,0,50,50,12.737479375548348,High
1,4,False,7,14,1.86,2,0,33,50,6.603858082559412,Medium
8,1,False,10,12,1.18,2,0,47,50,8.9060988550884,High
17,2,False,4,2,0.77,2,0,42,50,7.695023154290249,High
23,1,False,8,8,1.65,2,0,30,50,6.155482914146509,Medium
22,5,True,9,6,2.58,2,1,30,50,9.885740022063311,Medium
9,5,True,2,2,1.48,2,1,50,50,10.968136410425238,High
5,3,False,12,4,1.2,1,0,26,50,3.4546643159351023,Medium
7,6,True,13,6,2.19,1,0,35,50,9.529469470991614,Medium
7,2,False,2,3,1.39,3,0,50,50,10.081240958633622,High
3,1,False,20,14,0.92,1,0,25,50,2.8342446594124375,Medium
2,1,False,10,1,2.68,2,0,30,50,8.21909804598394,Medium
14,3,False,18,6,1.06,1,0,25,50,3.823375499316609,Medium
22,4,False,19,14,2.57,2,0,26,50,8.977240877393534,Medium
11,3,False,14,3,2.9,1,0,18,50,6.879073546151501,Low
11,4,False,9,9,0.94,3,0,39,50,6.414732281275692,High
19,6,True,15,1,2.15,3,0,50,50,12.219896232793078,High
10,4,False,1,10,2.8,3,0,47,50,13.024529367391265,High
7,2,False,11,5,1.34,1,0,37,50,7.092621226211268,Medium
20,3,False,16,11,1.49,1,0,38,50,7.14729226987248,High
23,1,False,20,1,1.42,1,0,37,50,4.331405513089711,Medium
8,3,False,14,10,1.36,1,0,43,50,7.188756951348065,High
14,0,False,15,1,1.64,1,0,21,50,5.214435257026484,Medium
1,2,False,4,5,1.91,1,0,26,50,4.284827445093894,Medium
23,1,False,11,14,1.19,1,1,27,50,5.337226190907459,Medium
23,4,False,11,13,1.47,2,0,29,50,5.355025611644184,Medium
17,4,False,2,14,2.65,2,0,40,50,11.825934755096569,High
6,0,False,1,14,0.55,2,0,21,50,3.8353611987807845,Medium
3,5,True,3,8,2.59,3,1,32,50,11.705359724472213,Medium
19,1,False,6,11,0.59,3,0,48,50,8.127392842700779,High
4,6,True,5,10,0.72,3,1,34,50,7.8374484615575,Medium
5,0,False,1,4,1.86,2,0,37,50,7.347838929333178,Medium
8,2,False,10,10,2.44,1,0,46,50,8.995442811914899,High
16,1,False,16,7,1.87,1,1,24,50,7.802195226997035,Medium
23,0,False,16,3,1.56,2,0,29,50,5.981339416101732,Medium
14,5,True,14,14,1.7,2,0,42,50,6.760541905044729,High
16,3,False,11,9,1.17,2,0,27,50,5.410397129733355,Medium
8,1,False,1,13,2.25,2,0,42,50,10.300151819391537,High
20,4,False,16,9,2.95,1,1,34,50,12.758954824239074,Medium
13,4,False,18,9,1.77,2,0,29,50,6.313598052408422,Medium
11,5,True,10,7,1.62,3,0,42,50,7.149353491476755,High
20,4,False,11,4,1.73,2,0,44,50,8.955359889919588,High
21,6,True,5,4,2.42,1,0,32,50,6.728143432533729,Medium
9,0,False,12,10,0.54,2,0,44,50,6.853423616434573,High
1,6,True,19,8,1.22,1,1,29,50,6.056758460260619,Medium
19,1,False,4,1,2.07,3,0,50,50,12.025764085046644,High
10,5,True,8,3,1.08,1,1,42,50,8.855408596718629,High
3,5,True,8,11,0.73,1,0,23,50,2.1435167537314648,Medium
11,2,False,19,2,1.38,3,1,33,50,10.179161086990565,Medium
0,0,False,19,11,2.0,2,0,38,50,6.851442667524392,High
20,5,True,8,14,2.5,1,0,36,50,8.65298498033562,Medium
11,3,False,10,13,2.27,1,0,28,50,6.228167412677143,Medium
13,2,False,19,5,1.67,2,0,26,50,6.63848493882757,Medium
19,6,True,11,7,2.23,1,0,34,50,9.41592235135943,Medium
12,1,False,15,8,2.99,2,0,31,50,9.044078322860866,Medium
7,1,False,6,14,1.56,2,0,41,50,10.094470094910603,High
7,2,False,1,2,2.67,2,0,50,50,10.983603515381255,High
16,1,False,15,5,2.9,2,0,22,50,8.211917232421603,Medium
3,3,False,11,2,1.65,2,0,31,50,6.09030534831326,Medium
4,5,True,5,14,1.8,1,0,31,50,5.8326099512766705,Medium
8,5,True,13,10,1.39,2,0,44,50,8.61249673297586,High
3,3,False,5,1,1.61,1,0,33,50,3.9971185337745396,Medium
1,5,True,1,5,0.58,2,0,28,50,4.253649858391011,Medium
23,0,False,16,2,1.68,3,0,36,50,7.320838227818393,Medium
18,5,True,18,8,1.84,1,0,50,50,8.354114148881639,High
4,3,False,14,11,2.91,1,0,15,50,7.522021298431465,Low
5,0,False,6,10,2.86,3,1,36,50,11.807203496076053,Medium
23,6,True,19,11,1.84,1,0,21,50,4.663884763509291,Medium
3,5,True,1,1,0.8,1,0,23,50,3.0482855838945255,Medium
9,5,True,14,5,2.84,2,0,35,50,11.649379740572655,Medium
20,0,False,15,5,2.17,3,0,50,50,12.05343143478338,High
14,1,False,16,13,0.59,2,0,26,50,4.853116019580499,Medium
8,1,False,10,14,2.12,1,0,44,50,8.23658680261327,High
7,2,False,19,14,1.34,2,0,39,50,8.583627646842425,High
20,5,True,12,13,0.57,3,0,50,50,8.537984673971815,High
6,1,False,14,13,2.37,2,0,32,50,8.324650181472016,Medium
10,1,False,15,7,2.06,3,0,48,50,11.575413437139659,High
1,5,True,14,9,2.45,2,0,25,50,6.482797182438445,Medium
21,0,False,4,4,1.72,3,1,37,50,9.433973954199526,Medium
6,5,True,19,4,1.81,2,0,40,50,6.357899057325099,High
3,0,False,8,3,2.99,2,0,25,50,7.852802366456372,Medium
8,6,True,12,10,1.91,1,0,42,50,8.220614411464696,High
13,1,False,18,1,1.05,1,0,28,50,3.239309531845654,Medium
7,4,False,8,2,2.11,2,0,44,50,10.066902586248599,High
7,3,False,17,4,2.91,1,0,45,50,9.983203736794955,High
17,2,False,1,9,2.81,2,0,39,50,11.911425476151267,High
16,6,True,11,14,2.11,1,0,25,50,5.3718015337431275,Medium
1,3,False,4,9,1.58,1,1,27,50,6.002299301470112,Medium
8,0,False,4,3,1.82,1,0,41,50,7.832407235324773,High
10,6,True,18,10,1.88,1,0,39,50,8.993596037485325,High
2,2,False,17,2,2.64,1,0,29,50,6.626031144796229,Medium
16,6,True,8,8,1.81,1,0,16,50,5.152288440179667,Low
18,3,False,9,13,1.9,1,0,48,50,8.39655571824987,High
21,3,False,20,13,1.69,3,1,36,50,9.649293345597162,Medium
2,3,False,1,9,2.43,1,0,23,50,6.406837620601653,Medium
5,2,False,3,2,2.08,1,0,16,50,6.396370114686889,Low
7,5,True,17,4,2.78,2,1,50,50,12.958987010286606,High
12,0,False,20,6,0.7,1,1,19,50,5.486367605266656,Low
10,6,True,7,12,2.73,3,0,50,50,12.641310349222456,High
18,2,False,3,4,1.79,1,0,50,50,7.962006206168415,High
21,6,True,15,9,0.51,1,0,18,50,2.0,Low
5,3,False,20,12,0.65,2,1,19,50,7.518085519246088,Low
11,4,False,1,13,2.41,3,0,31,50,10.112476599490154,Medium
0,3,False,6,5,1.52,3,0,27,50,7.443224198895826,Medium
10,0,False,1,7,2.8,3,1,45,50,14.151771240510122,High
5,1,False,15,6,0.91,1,1,21,50,5.548158783537417,Medium
22,1,False,19,1,2.84,3,1,39,50,11.74082451296825,High
15,4,False,8,14,2.51,3,0,28,50,9.383074292542165,Medium
1,5,True,2,14,1.34,1,0,32,50,4.788981014812241,Medium
1,5,True,19,6,2.78,1,0,20,50,6.57703610448465,Medium
5,2,False,15,12,2.47,2,0,31,50,7.492517407202708,Medium
1,5,True,17,7,0.55,2,0,28,50,4.72162652004212,Medium
19,4,False,4,9,1.9,1,0,40,50,8.258282986750855,High
16,5,True,11,14,1.8,1,0,29,50,4.617906835222535,Medium
0,3,False,3,9,2.38,1,0,21,50,6.333817593967289,Medium
8,6,True,20,11,2.02,1,0,42,50,8.710925326397927,High
1,6,True,3,12,2.24,1,0,26,50,5.130440003590991,Medium
17,0,False,19,2,2.22,2,0,42,50,11.059213456495332,High
6,4,False,18,10,2.96,2,1,31,50,10.567536988905852,Medium
14,1,False,3,10,2.22,2,1,25,50,10.1049058687619,Medium
15,0,False,10,3,1.81,1,0,22,50,5.983002675246243,Medium
11,1,False,4,5,2.37,1,0,20,50,6.201919761563089,Medium
17,0,False,6,6,1.31,1,0,42,50,7.114366439153999,High
21,4,False,5,13,2.46,2,0,27,50,7.541811618526843,Medium
14,6,True,19,9,2.2,1,0,24,50,6.219543231177537,Medium
19,5,True,19,7,2.3,1,0,42,50,9.889722848280924,High
22,3,False,18,12,1.38,2,0,31,50,5.783184506488574,Medium
9,2,False,15,3,1.24,2,0,34,50,7.996433029949429,Medium
3,1,False,5,3,1.89,1,0,39,50,4.73345340453781,High
13,3,False,19,4,0.89,3,1,34,50,8.787643360769149,Medium
6,6,True,12,5,1.88,3,0,17,50,8.037101291895038,Low
22,5,True,2,7,2.6,3,0,37,50,9.567604538994122,Medium
2,2,False,12,10,0.64,1,0,31,50,2.6078002106520337,Medium
14,5,True,6,11,2.53,2,0,35,50,8.317089932117002,Medium
17,3,False,7,13,2.79,3,0,50,50,13.382504030176207,High
9,2,False,20,8,2.12,2,0,44,50,10.331231269306064,High
8,3,False,4,8,2.98,1,0,39,50,10.147607239332524,High
3,5,True,5,7,1.33,2,0,29,50,5.534100270417902,Medium
15,5,True,1,2,2.8,1,1,25,50,9.513848613301906,Medium
15,6,True,11,7,2.41,2,0,28,50,7.487869727054397,Medium
3,1,False,7,11,2.68,1,1,22,50,9.091170002598234,Medium
9,6,True,5,11,1.96,1,0,41,50,8.52029814316315,High
13,5,True,17,12,1.17,3,0,31,50,6.483003938386672,Medium
22,5,True,14,8,0.79,2,1,30,50,6.576584657074902,Medium
15,2,False,11,7,1.69,3,0,41,50,8.057585488698873,High
1,5,True,5,13,2.85,1,0,19,50,6.673427257878356,Low
16,3,False,4,6,0.72,1,1,18,50,3.9784328672972227,Low
12,5,True,16,3,0.73,3,0,39,50,6.673545910626399,High
11,6,True,20,12,2.96,3,0,27,50,10.051228567686806,Medium
5,4,False,11,13,2.37,1,0,22,50,6.410762603494991,Medium
11,5,True,18,9,2.76,1,1,32,50,9.328655918169146,Medium
6,2,False,17,7,1.14,2,1,21,50,7.184161349250575,Medium
8,5,True,3,6,1.55,2,0,42,50,9.475970512628123,High
12,1,False,16,12,0.8,1,0,24,50,3.463411173254013,Medium
10,4,False,7,9,1.34,2,0,50,50,8.26187533484368,High
20,3,False,14,4,2.99,2,0,47,50,11.861486591616297,High
4,1,False,7,2,2.91,1,0,21,50,7.17461692368783,Medium
19,5,True,6,13,2.97,1,0,39,50,10.534890611914083,High
10,4,False,12,11,0.91,2,0,45,50,8.112727703842916,High
17,5,True,7,9,2.47,3,1,47,50,13.787342278960242,High
9,0,False,17,9,2.27,2,0,47,50,10.022362783708427,High
23,3,False,1,3,1.01,1,0,27,50,3.970165027200382,Medium
11,4,False,11,5,2.16,1,0,33,50,5.898798043329038,Medium
19,1,False,16,5,1.39,1,0,40,50,6.810859667316228,High
12,2,False,8,2,2.36,2,0,38,50,6.883416734571533,High
18,4,False,20,3,0.53,1,0,43,50,5.220255826813489,High
23,5,True,5,3,2.9,1,0,30,50,7.9631316543488815,Medium
11,4,False,18,2,2.97,2,0,29,50,8.835438876009256,Medium
0,0,False,7,1,1.28,1,0,18,50,4.430937253189072,Low
23,1,False,7,9,1.01,1,1,10,50,4.914750575443293,Low
1,5,True,19,8,0.59,3,0,40,50,5.447505379772348,High
13,1,False,12,13,0.87,1,1,18,50,5.333401954573813,Low
7,6,True,18,11,0.96,1,0,36,50,5.719105265963479,Medium
21,5,True,20,11,2.13,3,0,25,50,8.85467801504219,Medium
9,5,True,2,10,2.36,3,0,50,50,13.30114730508246,High
13,6,True,19,7,1.3,1,0,25,50,3.6899979612655223,Medium
7,3,False,3,11,2.75,1,1,36,50,11.627718735868953,Medium
5,5,True,10,7,1.37,2,0,27,50,5.948928795490251,Medium
11,2,False,11,4,1.65,2,0,33,50,5.0595880547774446,Medium
2,2,False,9,4,1.22,1,1,24,50,6.071615307600885,Medium
23,4,False,14,1,2.82,1,0,19,50,6.777216775513991,Low
12,3,False,5,1,0.83,2,0,24,50,4.696990206309246,Medium
5,0,False,13,13,1.09,3,0,36,50,6.997358962593237,Medium
19,5,True,10,14,2.11,3,0,50,50,11.469770687015988,High
16,6,True,14,5,1.12,1,1,35,50,4.6994887653406945,Medium
0,2,False,8,5,2.07,1,0,20,50,6.28005062192166,Medium
14,6,True,9,10,2.97,2,1,19,50,11.443146563087797,Low
16,0,False,12,8,1.85,2,0,31,50,6.5532029884897085,Medium
22,1,False,1,8,2.44,3,0,30,50,10.011395574830853,Medium
3,6,True,11,1,1.98,3,0,29,50,8.250142885039864,Medium
22,3,False,8,9,2.44,2,1,15,50,10.219943128157027,Low
17,6,True,6,1,1.4,3,0,50,50,10.16354022524012,High
13,1,False,2,6,1.02,3,0,39,50,6.241966294528845,High
11,4,False,9,10,2.9,1,0,34,50,7.18866825953672,Medium
17,4,False,1,4,2.23,1,1,47,50,10.515007909757193,High
12,6,True,10,2,2.09,2,0,27,50,6.653051270857506,Medium
6,1,False,9,9,1.62,3,0,44,50,8.027944382906224,High
4,5,True,15,7,1.18,1,0,29,50,4.022620851874896,Medium
14,5,True,6,6,2.71,2,0,32,50,8.968658091937716,Medium
11,6,True,10,6,1.8,3,0,38,50,7.973672241752016,High
9,6,True,17,7,2.89,2,0,36,50,11.55679140922785,Medium
14,2,False,20,9,2.93,1,0,22,50,7.504269160208635,Medium
15,5,True,19,11,0.79,3,0,35,50,6.397206823383841,Medium
14,5,True,9,7,0.53,1,0,26,50,2.1591853041248164,Medium
1,5,True,14,12,2.55,2,0,27,50,8.233605821496475,Medium
19,5,True,4,2,0.99,3,0,38,50,10.039491528393127,High
10,0,False,13,1,2.22,2,0,50,50,10.498267607772178,High
6,6,True,18,9,2.7,2,0,33,50,8.511133582775356,Medium
23,2,False,13,2,1.33,1,0,26,50,4.078793826941846,Medium
20,0,False,7,14,2.55,1,1,39,50,10.73498300231729,High
22,6,True,4,6,1.89,1,0,20,50,4.677466693891637,Medium
8,5,True,3,14,2.75,1,0,43,50,10.027960846390936,High
19,4,False,3,8,1.19,2,0,45,50,8.363408658003099,High
9,6,True,17,4,1.0,1,1,32,50,8.749102844373285,Medium
20,5,True,3,7,2.51,1,0,49,50,10.227058453059392,High
15,2,False,9,10,0.99,1,0,18,50,3.8146480574968007,Low
11,3,False,10,8,1.12,1,0,21,50,4.711948202364784,Medium
2,5,True,2,13,2.0,2,1,31,50,9.570422924599942,Medium
18,0,False,2,11,0.8,1,0,41,50,5.89026776807558,High
7,4,False,10,11,1.55,3,0,50,50,10.606909278585109,High
9,6,True,9,7,2.5,1,0,33,50,10.179203373384963,Medium
17,1,False,12,12,2.87,2,1,43,50,14.200900448201113,High
5,2,False,3,14,2.52,3,0,38,50,10.21617143995216,High
12,2,False,10,8,1.21,3,0,32,50,7.312069324954147,Medium
22,0,False,18,12,2.53,1,0,31,50,6.4553713303518645,Medium
6,6,True,14,11,2.77,2,0,29,50,8.581123924361023,Medium
10,0,False,8,1,1.88,1,1,29,50,9.406064183326782,Medium
23,1,False,16,9,2.99,2,0,36,50,8.431747416375298,Medium
22,6,True,20,2,1.36,1,0,19,50,4.244723827916773,Low
7,6,True,18,14,1.98,3,0,50,50,11.179448089953599,High
13,4,False,15,14,1.35,1,0,25,50,4.026674763659638,Medium
16,1,False,5,1,1.54,1,0,21,50,4.4792255313893605,Medium
1,6,True,3,2,1.23,3,1,29,50,9.058211491461307,Medium
17,1,False,8,11,2.37,2,1,46,50,13.147523365069612,High
21,0,False,15,12,1.15,2,0,31,50,5.69243205429373,Medium
23,6,True,7,6,0.89,2,0,31,50,5.161125378748994,Medium
2,5,True,3,12,0.91,2,0,23,50,5.1581293466631255,Medium
11,6,True,16,1,2.83,2,0,24,50,9.289465996811906,Medium
17,1,False,6,9,2.67,2,0,45,50,11.435809761047352,High
0,1,False,3,7,2.81,2,0,29,50,8.36456653582998,Medium
0,3,False,18,14,0.77,1,0,19,50,3.91734048354458,Low
23,3,False,11,3,1.78,1,0,25,50,4.636897652803343,Medium
2,0,False,19,1,1.11,3,0,41,50,6.912676762222157,High
8,4,False,19,13,2.99,1,0,33,50,10.919766743269005,Medium
9,4,False,8,3,2.83,1,0,39,50,10.43328477104609,High
5,5,True,14,11,1.8,3,0,37,50,8.171326713115045,Medium
6,1,False,8,14,2.25,2,0,21,50,7.6922648271419245,Medium
16,5,True,18,1,2.56,2,0,34,50,8.080243920404428,Medium
7,5,True,4,7,0.99,1,0,49,50,6.357400819477302,High
13,3,False,12,7,1.54,2,0,30,50,6.484107005831272,Medium
4,0,False,11,14,1.75,1,0,26,50,4.824816491494085,Medium
21,5,True,1,12,1.92,2,0,28,50,6.5527699613198305,Medium
15,5,True,10,12,1.33,3,0,33,50,6.8763430927376294,Medium
21,3,False,9,4,1.34,1,0,34,50,3.631675223085036,Medium
17,4,False,7,12,1.92,2,0,41,50,9.922243867940391,High
9,1,False,13,4,2.75,2,0,48,50,11.55649436578748,High
15,3,False,8,11,2.85,3,0,41,50,9.888192450130674,High
18,3,False,19,6,2.17,1,0,33,50,8.261915089422125,Medium
2,2,False,12,3,2.63,3,0,41,50,9.906219351916636,High
4,4,False,15,10,0.92,1,0,25,50,3.3132970681720115,Medium
13,5,True,3,14,0.81,3,0,47,50,5.306021963762352,High
2,3,False,19,7,0.66,2,1,33,50,6.673704393355063,Medium
3,2,False,4,7,2.83,2,0,31,50,8.645715457006805,Medium
1,2,False,20,9,0.63,1,0,28,50,2.191010019314767,Medium
3,3,False,5,7,2.02,2,0,32,50,6.61457352363321,Medium
18,6,True,5,8,2.27,2,0,41,50,9.089932087544724,High
12,5,True,15,12,2.52,3,0,38,50,9.41796582312126,High
11,5,True,8,6,2.86,1,0,20,50,6.916936412831527,Medium
16,1,False,9,2,1.36,1,0,25,50,4.38688866834198,Medium
20,5,True,18,4,1.03,1,0,41,50,6.852632224915558,High
18,2,False,1,7,0.58,2,1,30,50,8.585466199532762,Medium
13,5,True,17,2,1.14,2,0,28,50,4.663032442940365,Medium
16,1,False,1,6,2.54,1,0,26,50,6.911781520164279,Medium
19,0,False,20,9,2.17,2,0,49,50,10.141720714389619,High
5,0,False,14,3,1.97,2,1,27,50,8.774344096823276,Medium
19,6,True,2,10,0.88,3,1,50,50,11.404004917207027,High
2,0,False,19,14,1.35,2,0,33,50,5.953348378365974,Medium
17,5,True,6,5,2.97,2,0,39,50,11.778516956121933,High
21,0,False,6,1,2.92,1,1,20,50,9.753085244981982,Medium
9,5,True,19,3,1.03,2,0,40,50,8.482982977607174,High
7,4,False,7,6,1.41,2,0,44,50,8.221286583394415,High
21,1,False,8,5,0.92,2,0,32,50,4.008352543581116,Medium
0,2,False,10,6,1.8,2,1,22,50,9.139033060569973,Medium
0,3,False,15,4,2.2,1,0,26,50,5.846199433691485,Medium
21,5,True,14,6,1.42,3,0,42,50,7.638724420258763,High
0,2,False,4,11,2.59,1,0,26,50,6.940238686870897,Medium
21,1,False,4,12,1.64,3,0,42,50,8.093739941705968,High
20,2,False,3,13,0.69,1,0,38,50,5.55061284420121,High
14,3,False,18,3,1.68,2,0,33,50,6.175341047617378,Medium
4,2,False,19,9,2.95,2,0,35,50,8.824054631869618,Medium
8,5,True,7,9,1.79,1,1,44,50,10.054905972792708,High
14,5,True,9,12,0.53,2,0,30,50,4.152916356612345,Medium
17,2,False,15,4,0.79,1,0,37,50,6.7223517934283565,Medium
9,6,True,20,2,0.62,2,0,42,50,7.177103750285816,High
4,4,False,12,10,2.31,1,0,17,50,7.247622562875792,Low
12,3,False,8,11,2.2,1,0,22,50,5.46123751902741,Medium
9,4,False,13,10,1.93,3,1,50,50,13.360361723904623,High
19,5,True,20,4,0.53,1,0,36,50,4.968428383040595,Medium
18,0,False,7,7,2.78,3,0,46,50,12.757943770514116,High
15,3,False,7,9,2.33,1,0,30,50,6.500109106174207,Medium
12,5,True,9,2,0.87,3,0,35,50,6.690583158106922,Medium
0,3,False,10,13,0.55,3,0,33,50,5.733905689307322,Medium
8,4,False,5,11,2.14,3,0,34,50,12.043445976487082,Medium
5,0,False,10,11,1.43,1,0,16,50,4.796849193838578,Low
13,6,True,7,11,1.53,1,0,18,50,3.911139701540848,Low
19,2,False,5,8,1.78,2,0,35,50,9.704114826647817,Medium
5,4,False,11,11,1.87,2,0,33,50,6.654345556041211,Medium
11,2,False,13,12,1.97,1,0,21,50,4.871843026774443,Medium
17,0,False,10,11,0.72,2,1,48,50,9.185346766534268,High
1,5,True,3,11,1.32,3,0,35,50,7.37987994396047,Medium
10,1,False,3,5,0.8,3,0,43,50,8.325543475711,High
8,5,True,2,7,2.93,2,0,39,50,12.390030608542578,High
5,6,True,8,1,1.79,1,0,30,50,5.286321786405617,Medium
19,0,False,4,7,1.79,2,0,39,50,10.232092831104687,High
1,6,True,2,10,1.48,3,0,30,50,7.82529362261522,Medium
5,4,False,2,1,1.56,3,1,37,50,10.480870518450992,Medium
20,4,False,18,2,0.93,2,0,44,50,7.679723343570272,High
5,3,False,4,8,1.43,3,0,32,50,6.269945376266207,Medium
0,3,False,19,12,2.84,2,0,37,50,8.873138843649217,Medium
21,3,False,16,13,1.21,1,0,25,50,4.076567326559103,Medium
21,1,False,13,8,1.57,3,1,39,50,11.094779316438677,High
17,1,False,8,13,1.87,3,0,50,50,11.035746374451065,High
17,4,False,20,14,2.95,2,0,48,50,11.53317917265965,High
16,6,True,18,13,2.04,1,0,23,50,5.904409470328371,Medium
20,4,False,9,10,1.43,1,0,42,50,7.707165597418065,High
22,6,True,15,7,1.6,2,0,27,50,6.050330852722077,Medium
3,1,False,3,1,1.79,3,0,28,50,7.424009308715043,Medium
12,4,False,12,7,2.32,2,0,27,50,7.167083808824807,Medium
8,0,False,9,2,0.86,1,0,46,50,6.553788390508346,High
7,3,False,2,7,0.85,1,0,41,50,7.252917870152454,High
14,5,True,19,5,2.83,1,0,34,50,6.939215968574069,Medium
15,5,True,9,9,1.88,2,0,28,50,6.653689890359392,Medium
7,2,False,10,5,2.06,1,0,35,50,8.787895001054952,Medium
23,2,False,2,9,2.35,2,0,24,50,7.620268394875444,Medium
12,2,False,11,5,2.64,2,0,29,50,8.695592439580203,Medium
11,0,False,6,4,1.28,2,0,23,50,4.517215657086493,Medium
21,6,True,14,3,2.14,3,0,38,50,8.767892155159249,High
4,2,False,5,14,0.92,2,1,32,50,6.851424971514685,Medium
14,6,True,6,1,1.42,2,0,27,50,5.907015646296888,Medium
2,2,False,12,2,0.87,1,0,30,50,3.945053844558399,Medium
13,2,False,18,3,0.92,1,0,20,50,4.254280044284199,Medium
15,0,False,6,9,2.15,2,0,32,50,7.274590963260017,Medium
12,5,True,2,14,2.14,2,0,22,50,7.0876887963315625,Medium
7,1,False,17,4,1.09,1,0,44,50,7.135013238254491,High
19,6,True,19,10,1.68,2,0,50,50,8.975065845753733,High
19,3,False,20,9,2.59,1,0,50,50,9.858148023191163,High
3,1,False,2,4,1.25,3,1,37,50,8.74577804497822,Medium
17,4,False,11,7,2.87,1,0,42,50,10.364237336041931,High
8,5,True,4,4,2.05,2,0,38,50,10.24704574388679,High
16,3,False,16,7,2.02,1,0,25,50,4.978824220617821,Medium
11,4,False,16,4,2.22,3,0,36,50,8.54074565172716,Medium
4,4,False,19,3,2.87,3,0,34,50,10.220897470378818,Medium
20,6,True,10,2,2.63,1,0,40,50,9.722934217743695,High
4,3,False,7,7,2.51,3,0,32,50,10.274112665532463,Medium
10,1,False,19,5,1.49,2,0,43,50,9.183552452429403,High
19,6,True,17,5,1.28,2,0,41,50,8.851315458429854,High
13,4,False,5,11,1.11,3,0,34,50,7.614556806090622,Medium
23,5,True,19,10,1.99,3,0,44,50,8.094364863035512,High
18,1,False,13,13,2.9,2,0,47,50,11.299149102781998,High
23,5,True,12,4,0.89,3,0,35,50,6.846818714623282,Medium
3,3,False,11,5,0.67,2,1,37,50,6.769500401890719,Medium
1,0,False,13,5,1.25,2,0,33,50,5.043076888455847,Medium
7,5,True,20,4,2.98,1,0,39,50,10.393023871571806,High
6,2,False,6,4,1.96,1,0,19,50,5.115665739299748,Low
10,0,False,13,5,2.04,1,0,45,50,8.426694871938206,High
9,3,False,2,1,2.39,2,0,50,50,11.041010413028111,High
13,4,False,3,3,1.2,2,1,39,50,7.089156526166894,High
7,0,False,10,13,2.51,1,0,46,50,9.28935082953936,High
13,6,True,1,4,2.23,1,0,31,50,6.43357398747391,Medium
9,1,False,6,1,1.76,2,0,50,50,8.996927660529023,High
18,0,False,10,4,2.59,3,0,48,50,13.79537960774857,High
3,0,False,5,12,1.85,1,0,24,50,4.724662931332938,Medium
9,0,False,6,12,1.73,3,0,50,50,11.691583696266829,High
4,0,False,19,5,2.69,2,0,29,50,7.805671263229568,Medium
19,2,False,2,13,0.98,1,0,39,50,7.091940298632519,High
11,0,False,9,9,2.99,3,0,33,50,9.870729669029664,Medium
3,6,True,5,11,0.97,3,0,43,50,5.900053190886005,High
13,0,False,16,4,0.72,3,0,31,50,6.126649755197839,Medium
3,6,True,3,12,2.93,2,0,32,50,8.56892471171528,Medium
11,2,False,12,6,2.99,1,1,28,50,9.499235966956817,Medium
12,4,False,15,3,0.8,2,0,30,50,4.932498833305337,Medium
9,0,False,9,3,1.52,1,0,41,50,7.359240128192819,High
6,3,False,5,5,1.35,3,0,40,50,7.088117750235536,High
23,5,True,14,6,0.98,1,0,24,50,3.192438983538043,Medium
19,2,False,12,2,1.67,1,0,41,50,7.207294260070179,High
22,0,False,16,10,0.92,1,0,22,50,4.249737667849164,Medium
7,1,False,10,10,1.76,3,0,48,50,11.265551852236754,High
9,3,False,1,11,2.78,3,0,42,50,12.279298923191408,High
23,5,True,19,3,2.81,2,0,32,50,8.994059136653386,Medium
15,2,False,1,9,1.15,1,0,29,50,3.858501118142912,Medium
17,6,True,6,13,2.09,2,0,50,50,10.13352746815659,High
7,3,False,2,12,1.74,3,0,45,50,10.920278013981234,High
0,1,False,10,13,2.46,1,0,29,50,7.220366914529514,Medium
4,2,False,7,8,2.2,3,0,32,50,9.168346375102637,Medium
16,1,False,4,14,0.74,2,0,19,50,4.676665302186658,Low
17,6,True,1,14,0.66,2,0,41,50,7.280703008645481,High
22,3,False,19,13,2.73,2,0,28,50,8.87031589594374,Medium
5,6,True,5,7,2.6,1,0,32,50,6.659712668186668,Medium
15,4,False,7,2,2.88,3,0,35,50,10.041013973178856,Medium
15,5,True,6,4,2.01,2,0,28,50,6.62873589607208,Medium
6,0,False,17,9,2.63,3,0,34,50,9.823614067136326,Medium
3,0,False,18,14,2.86,1,1,25,50,8.650426222097703,Medium
5,4,False,10,3,2.94,1,0,28,50,8.21706250006207,Medium
19,6,True,12,9,0.6,2,0,42,50,7.324100330866376,High
23,6,True,6,3,1.02,1,1,30,50,5.701834820557381,Medium
22,4,False,4,3,2.8,2,1,31,50,10.774008321264848,Medium
16,5,True,6,12,0.87,1,0,24,50,3.5472212267066983,Medium
12,1,False,3,9,2.94,2,0,36,50,8.683402448433084,Medium
23,4,False,10,14,1.92,3,0,33,50,8.88775514517396,Medium
2,5,True,14,3,2.49,1,0,29,50,6.710681804210072,Medium
13,4,False,9,10,1.45,3,0,35,50,7.2244753609928924,Medium
